job_title,company,location,location,country,job_category,avg_salary_usd,seniority,skill_python,skill_r,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_sas,skill_spark,skill_aws,skill_azure,skill_machine_learning,skill_deep_learning,skill_statistics,skill_hadoop,skill_java,skill_scala,skill_git,skill_docker,skill_pandas,skill_numpy,skill_scikit,skill_tensorflow,skill_pytorch,skill_nlp,skill_data_visualization,skill_etl
Data Stewardship Senior Analyst,Data Bridge Consultants,"Charlotte, NC",NC,USA,Other IT Role,76.0,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst [Administrative],Tax Management Assoc,"Charlotte, NC",NC,USA,Data Analyst,76.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analyst, Product Content Data Quality",Lowe's,"Mooresville, NC",NC,USA,QA/Test Engineer,76.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",Canvas InfoTech Inc.,"Charlotte, NC",NC,USA,Data Engineer,76.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Stewardship Senior Analyst,dataBridge,"Charlotte, NC",NC,USA,Other IT Role,76.0,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big data analyst,Data Bridge Consultants,"Charlotte, NC",NC,USA,Data Analyst,76.0,Mid-Level,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Reporting /Data Analyst,"PruTech Solutions, Inc.","Charlotte, NC",NC,USA,Data Analyst,76.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Application Architect V/ Data Analyst,DATA Inc.,"Charlotte, NC",NC,USA,Data Analyst,76.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Data Technology Analyst,Bank of America,"Charlotte, NC",NC,USA,Other IT Role,76.0,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Optimization Analyst (Position In Hickory, NC)",Transportation Insight,"Charlotte, NC",NC,USA,Other IT Role,76.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Control Analyst - AVP (Chief Data Office),MUFG,"Charlotte, NC",NC,USA,Other IT Role,57.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DIGITAL DATA/INSIGHTS ANALYST,Midan Marketing,"Mooresville, NC",NC,USA,Other IT Role,57.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Big data analyst,dataBridge,"Charlotte, NC",NC,USA,Data Analyst,57.0,Mid-Level,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Data Mgmt Analyst w/Traded Products,Signature Consultants,"Charlotte, NC",NC,USA,Other IT Role,57.0,Mid-Level,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Governance Business Information Analyst,Brighthouse Financial,"Charlotte, NC",NC,USA,Other IT Role,57.0,Mid-Level,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Data Analyst with Security Clearance,Accenture Federal Services,"Charlotte, NC",NC,USA,Data Analyst,57.0,Mid-Level,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Data Analyst, Data Activation",Lowe's,"Mooresville, NC",NC,USA,Data Analyst,57.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
QA Analyst with MongoDB / Big Data,"PruTech Solutions, Inc.","Charlotte, NC",NC,USA,Data Engineer,57.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sr. Analyst, Product Content Data Quality",Lowe's,"Mooresville, NC",NC,USA,QA/Test Engineer,57.0,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Visualization Analyst,Autodesk,"San Francisco, CA",CA,USA,Other IT Role,80.5,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Digital Marketing & ECommerce Data Analyst,Vionic Group,"San Rafael, CA",CA,USA,Data Analyst,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Life360,"San Francisco, CA",CA,USA,Data Analyst,80.5,Senior,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,NCSOFT,"San Mateo, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Autodesk,"San Francisco, CA",CA,USA,Data Analyst,80.5,Senior,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Data Analyst,LaunchDarkly,"Oakland, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Edmodo,"San Mateo, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Analyst,Doximity,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
Sr. Data Analyst (Marketing Department),Freedom Financial Network,"San Mateo, CA",CA,USA,Data Analyst,80.5,Senior,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immediate Need For Data Analyst,AppleOne,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Analyst, Data & Analytics",PubNub,"San Francisco, CA",CA,USA,Data Analyst,80.5,Senior,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst/Engineer,SigmaWay,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mid-Level Data Analyst,Giving Assistant,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,nWay,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare Data Analyst,Perficient,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Data Analyst,Mindstrong,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Product Data Analyst,LiveCareer,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,Mondo,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Spin,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Temporary Part Time Data Analyst (Remote - North & South America),Elevate Labs,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (Finance),Deliverr Inc,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Angaza,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
User Acquisition Data Analyst,Mondo,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Snowflake Computing,"San Mateo, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Data Analyst, Remote East Coast",CBRE,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Data Analyst,Duetto,"San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Data Analyst Chemist - Quality System Contractor,"Rodan and Fields, LLC","San Francisco, CA",CA,USA,Data Analyst,80.5,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DATA Analyst-Remote,SGA Inc.,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Veem,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Data Analyst,Coinbase,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Data Analyst,Trifacta,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist/Analyst - Wilbur Labs,Wilbur Labs,"San Francisco, CA",CA,USA,Data Scientist/ML,138.5,Mid-Level,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Hinge Health,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Marketing Data Analyst,User Testing,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Pair-Tek,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
Data and Reporting Analyst,Shorenstein Realty Services L.P.,"San Francisco, CA",CA,USA,Other IT Role,138.5,Mid-Level,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Business Data Analyst,PlushCare,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Data Analyst,UCSF Medical Center,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Motiv Power Systems,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Upstart,"San Mateo, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Business Intelligence Data Modeler/Analyst,Credible,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Data Studio Analyst,Priceonomics,"San Francisco, CA",CA,USA,Other IT Role,138.5,Mid-Level,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,"Applicantz, Inc.","San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Product Data Analyst,BOLD,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Analyst,Parsoft LLC,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Data Analyst,Flatiron Health,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,thredUP,"Oakland, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Artech LLC,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,ICONMA,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Systems Analyst,UCSF Medical Center,"San Francisco, CA",CA,USA,Other IT Role,138.5,Mid-Level,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Data Analyst,The Voleon Group,"Berkeley, CA",CA,USA,Data Analyst,138.5,Mid-Level,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Redfin,"San Francisco, CA",CA,USA,Data Analyst,138.5,Senior,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (College & Foundation Reporting),Albany Charter School Network,"Oakland, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Data Analyst,Twitter,"San Francisco, CA",CA,USA,Data Analyst,138.5,Senior,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Research Data Analyst,UC San Francisco,"San Francisco, CA",CA,USA,Data Analyst,138.5,Mid-Level,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Health,"Impaq International, Llc","Oakland, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Data Analyst,Turn/River Capital,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Diverse Lynx,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",EY,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
Data Analyst,RGP,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Data Analyst - Senior/Director - Work from Remote,Vinsari LLC,"San Francisco, CA",CA,USA,Data Analyst,126.0,Senior,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Market Data Services Analyst,"Evolver, Inc.","San Francisco, CA",CA,USA,Other IT Role,126.0,Mid-Level,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Financial Data Analyst, FP&A and Accounting",Lyft,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Loan Data Analyst,First Republic Bank,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data and Policy Analyst IV,Acumen,"Burlingame, CA",CA,USA,Other IT Role,126.0,Mid-Level,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DATA Analyst-Remote,Software Guidance & Assistance,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Data Analyst,Scale AI,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Data Analyst, Growth",Omada Health,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,QuinStreet,"San Mateo, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Softova Inc,"San Mateo, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,LeadStack,"Foster City, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Senior Data Analyst, Member Services",Chime,"San Francisco, CA",CA,USA,Data Analyst,126.0,Senior,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Marin City Health and Wellness Center,"Marin City, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,TaskRabbit,"San Francisco, CA",CA,USA,Data Analyst,126.0,Senior,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,"Staffigo Technical Services, LLC","San Francisco, CA",CA,USA,Data Analyst,126.0,Junior,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Business Data Analyst,Diverse Lynx,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Data Analyst, Twitter Service Tech",Twitter,"San Francisco, CA",CA,USA,Data Analyst,126.0,Senior,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst,Ascent,"Daly City, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Thermo Fisher Scientific,"South San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Net2Source,"San Francisco, CA",CA,USA,Data Analyst,126.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Data Analyst,Vida Health,"San Francisco, CA",CA,USA,Data Analyst,99.0,Senior,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Web Data Analyst,SACC,"San Mateo, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst (APPZ-DAHY),Applicantz,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",Ernst & Young LLP,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
Data Scientist Analyst,"Netpace, Inc","Foster City, CA",CA,USA,Data Scientist/ML,99.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Finance Data Analyst,Qualys,"Foster City, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Data Analyst,"Scale AI, Inc.","San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Data Quality Analyst,Focal Systems,"Burlingame, CA",CA,USA,QA/Test Engineer,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - San Francisco CA / VA - Fulltime,United IT Solutions,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Data Analyst,cyitechsearch,"San Bruno, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,IT Avalon,"Oakland, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR Data Analyst,Snowflake Computing,"San Mateo, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scientific Data Manager and Analyst,Perfect Day,"Emeryville, CA",CA,USA,Other IT Role,99.0,Mid-Level,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
Senior Data Analyst - Finance & Platform Analytics,Twitch,"San Francisco, CA",CA,USA,Data Analyst,99.0,Senior,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Analyst,Infotech Sourcing,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Business Data Analyst,ApTask,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Compliance Data Analyst,Square,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Data and Policy Analyst - Statistical Programmer,Acumen,"Burlingame, CA",CA,USA,Other IT Role,99.0,Mid-Level,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Analyst,Hinge Health,"San Francisco, CA",CA,USA,Data Analyst,99.0,Senior,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Data Analyst,Koger LLC,"San Mateo, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,TransReach,"Oakland, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Master Data Analyst – SAP MDG Platform,Rose International,"San Francisco, CA",CA,USA,Data Analyst,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Systems Analyst,GLIDE MEMORIAL CHURCH,"San Francisco, CA",CA,USA,Other IT Role,99.0,Mid-Level,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Take-Two,"Novato, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
CSV Data Validation Analyst,"Netpace, Inc.","Foster City, CA",CA,USA,Other IT Role,99.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data and Fraud Analyst,Apto Payments,"San Francisco, CA",CA,USA,Other IT Role,99.0,Senior,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data and Reporting Analyst,Chinese Community Health Plan,"San Francisco, CA",CA,USA,Other IT Role,99.0,Mid-Level,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Upstart - Data Analyst,V3 Talent Partners Inc.,"San Mateo, CA",CA,USA,Data Analyst,99.0,Mid-Level,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",Arkhya Tech,"San Francisco, CA",CA,USA,Data Analyst,92.5,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst, Transaction Monitoring",Wish.com,"San Francisco, CA",CA,USA,Data Analyst,92.5,Mid-Level,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fleet Optimization Data Analyst (Solar + Storage),Stem Inc,"Millbrae, CA",CA,USA,Data Analyst,92.5,Mid-Level,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
