job_title,company,location,country,job_category,avg_salary_lpa,min_salary_lpa,max_salary_lpa,avg_experience,min_experience,max_experience,seniority,skill_python,skill_java,skill_javascript,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_react,skill_angular,skill_aws,skill_azure
Sr.practitioner -finance/ AR / SAL 5 LACS !!cal 7829330187,Rivera Manpower Services hiring for EY/ IBM/ Ocwen / Altisource / Capita,Bengaluru,India,Other IT Role,1.5,3.0,0.0,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Immediate Opening for Social Media Recruiter_hcl Technologies,Confidential,Noida,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Fashion Consultant,store Manager-female Candidate-walkin 13&14 Oct",Zivame.Com,Bengaluru,India,Other IT Role,25.5,1.0,50.0,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
System Administrator (fresher) - Walk-in,Ascent Consulting Services P Ltd hiring for Ascent,Bengaluru,India,Other IT Role,,,,0.0,0.0,0.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Product Sourcing Leader,GE IIPL - Training Division (GE HEalthcare),Bengaluru,India,Other IT Role,,,,8.0,7.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"Network L3,4-10year , Bangalore and Gurgaon",Mind Coral Services Pvt. Ltd.' hiring for Renowned client of Mindcoral Services,Gurgaon,India,Other IT Role,7.0,14.0,0.0,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Recruitment Executive,Span Outsourcing Pvt. Ltd.,Bengaluru,India,Other IT Role,1.0,2.0,0.0,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Technical Counsellor,radical technologies hiring for Radical Technologies,Bengaluru,India,Other IT Role,0.5,1.0,0.0,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr Executive/ Executive - Hr(event Management Only)- Gurgoan/ Bangalor,Quess Corp Ltd.,Gurgaon,India,Other IT Role,2.0,4.0,0.0,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Looking for Java Developer with Japanese Language Experience.,Allegis Services India Pvt. Ltd. hiring for Worlds Largest Financial Organization,Bengaluru,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Corporate Trainer,Koenig Solutions Ltd,Delhi,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Finance Technical,ASAP Info Systems Pvt Ltd,Hyderabad,India,Other IT Role,1.0,2.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Placement Cordinator,Radar Technosoft (I) Pvt. Ltd hiring for Precellent Convergence India Private Limited,Bengaluru,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior JAVA Developer Int:mumbai Job:bang,Anlage Infotech (I) Pvt. Ltd.,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
IFS ERP Consultant - Manufacturing and Demand Supply Chain Module,TRH Consultancy Services,Chennai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lead Product Engineer,Bob Technologies,Bengaluru,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"Sr. Marketing Executive - Jobs, Bangalore / Bengaluru","HITECH PLACEMENTS, Bangalore",Bangalore,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Investment Counselor - Banking,Manzil Placement,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Part Time Teachers - Bangalore /whitefield/gunjur/hrbr Layout/banswadi,all for kids,Bengaluru,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Duty Manager,Park Plaza Hotels & Resorts,Bengaluru,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HR Executive,Rooman Technologies Pvt. Ltd.,Bengaluru,India,Other IT Role,25.5,1.0,50.0,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"JP Morg@n,@mex,tc$, Hiring for Banking Process Uk Shift Salary 5L",Gratitude India,Mumbai,India,Other IT Role,13.5,2.0,25.0,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Recruiter - BFSI Hiring - Non IT,IPsoft Global Services Private Limited,Bengaluru,India,Other IT Role,2.5,5.0,0.0,8.0,6.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Human Resource Executive - HR Operations,Confidential,Bengaluru,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Reliability Engineer,Bob Technologies,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Chartered Accountant 0 to 2 Years for MNC Bpo/kpo,White Horse Manpower Consultancy Private Limited hiring for MNC Bpo/kpo,Bengaluru,India,Other IT Role,2.0,4.0,0.0,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lead Manager - Materials,GE IIPL - Training Division (GE HEalthcare),Bengaluru,India,Other IT Role,,,,7.0,6.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Teradata DBA for Bangalore / Trivandrum,Future Focus Infotech Pvt. Ltd. hiring for one of our client,"Bengaluru, Trivandrum",India,Business Analyst,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Engineering Jobs for Freshers in IT Sector,Local Job Search,Mumbai,India,Other IT Role,38.0,1.0,75.0,0.0,0.0,0.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Centre Manager / TL / Sales Manager - Any Industry ( Sales Background),Kaamkaajindia hiring for Client of KKI,Mumbai,India,Other IT Role,1.5,3.0,0.0,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Asset DESK Manager_leading Bank_bangalore,TeamLease Services Limited,Bengaluru,India,Other IT Role,1.0,2.0,0.0,4.5,2.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Urgent Openings for Big Data / Hadoop Developer,Faxhion Technologies Private Limited,Bengaluru,India,Data Engineer,1.0,2.0,0.0,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
VP Operations ( B2G) Business to Government,Kinesis Management Consultant Pvt. Ltd,Mumbai,India,Other IT Role,,,,15.0,10.0,20.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Product Support Specialist - Logistimo,SHORTLIST PROFESSIONAL SERVICES PRIVATE LIMITED hiring for Logistimo,Bengaluru,India,Other IT Role,3.5,7.0,0.0,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"IP MPLS Engineer(l3) with Cgnat, ASR 9K",Synophic Systems Inc,Bengaluru,India,Other IT Role,28.0,6.0,50.0,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Optical Testing Engineer,Confidential,Bengaluru,India,QA/Test Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer,Altisource Business Solutions Pvt Ltd,Bengaluru,India,Software Engineer,,,,6.0,4.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Manager - Sales & Marketing - Solution Based Technology Company,ABC Consultants Pvt Ltd hiring for a client of ABC Consultants,Mumbai,India,Other IT Role,2.5,5.0,0.0,7.0,5.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HCL Technologies Hiring for Linux Device Driver Developer,Hcl Technologies Limited,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IT Recruiter/counsulatants (work From Home)- Only Ladies,Orcapod Consulting Services Private Limited,Delhi,India,Other IT Role,38.0,1.0,75.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ugent Opening for Java J2Ee Developer For Mumbai and Bangalore Locatio,Crystal Hiring Pvt. Ltd.,Mumbai,India,Other IT Role,3.0,6.0,0.0,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring for IT Recruiters & Non IT Recruiters,Confidential,Bengaluru,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IP L2/l3(cgnat /nat/ Asr9k) - Bangalore,Synophic Systems Inc,Bengaluru,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer / Technical Lead - Java,IFB Support Services Pvt. Ltd.,Bengaluru,India,Software Engineer,,,,8.5,6.0,11.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sales Executive / Manager,InstaCar Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,38.0,1.0,75.0,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Available Part time / full time work at Top M.n.c Company-9502349603,United Capital Club,Mumbai,India,Other IT Role,1.0,2.0,0.0,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Medical Coding - Job Bookings Open - Whatsapp@ 09789004777 - Yogam BPO,YOGAM BPO,Bangalore,India,Other IT Role,1.0,2.0,0.0,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Manager - Bangalore,O&G SKILLS INDIA PVT LTD,Bengaluru,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Area Service Managers Required For Bangalore,Kent Ro Systems,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"W*S, Mp*a&i&, Se**o, Jp*c, A*M, M*ha*i* BPOs Hiring! Sal Upto 35k",Gratitude India hiring for All TOP Bpo's in India,Mumbai,India,Other IT Role,1.0,2.0,0.0,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manual Tester\test Engineer,Bharat Recruitment hiring for US Based MNC,Mumbai,India,QA/Test Engineer,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Litigation Paralegal,LAYFIELD & BARRETT KPO SERVICES PRIVATE LIMITED,"Chandigarh, Bengaluru",India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Immediate Openings!!! Attractive Salary Packages!!! Call- Dimple,"Quess Corp Ltd. hiring for quikr, bigbasket, azuga, 24/7",Bengaluru,India,Other IT Role,25.0,50.0,0.0,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle DBA,Confidential,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Enterprise Application Advisor,Varite India Pvt. Ltd. hiring for Leading IT MNC,Hyderabad,India,Other IT Role,,,,8.0,6.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Technical Lead with a Product Based Company,Confidential,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Medical Coding - Are You Ready? - Whatsapp@ 09789004777 - Yogam BPO,YOGAM BPO,Bangalore,India,Other IT Role,1.0,2.0,0.0,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"MCSA , MCSE & Exchange Sever Trainer - Jayanagar",Emind Technologies - Jayanagar,Bengaluru,India,Other IT Role,25.5,1.0,50.0,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Customer Support Executive , Call Center BPO , Dayshift , Day Shift",Black and White Business Solutions Pvt Ltd hiring for Client of Black and white Busiess solutions,Bengaluru,India,Other IT Role,1.0,2.0,0.0,2.0,0.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
QA QC Engineer-salarpuria Sattva,Greenage Griha Nirmaan Pvt Ltd.,Bengaluru,India,QA/Test Engineer,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Requirement | SEO Executive I Bangalore,Adglobal360 India Private Limited,Bengaluru,India,Other IT Role,38.0,1.0,75.0,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Apex Developer,Pype Inc,Bengaluru,India,Other IT Role,3.5,7.0,0.0,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Analytics Engineer Openings Based out in Bangalore,Target,Bengaluru,India,Data Analyst,2.5,5.0,0.0,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Creative Art Director : Social Media,Raykroute for a Publicis Group Company,Bengaluru,India,Other IT Role,3.0,6.0,0.0,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Branch Head >> Bangalore>> Leading Pvt Sector Bank,Amogh Software Solutions Pvt Ltd hiring for Leading Private Sector Bank,Bengaluru,India,Other IT Role,,,,5.0,3.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
BYOD Mobility,Confidential,Bengaluru,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Dietician - Bangalore , Gurgaon",Wellspring Healthcare Pvt. Ltd.,Gurgaon,India,Other IT Role,1.0,2.0,0.0,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr Associate,Confidential,Bengaluru,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr.java Developer(server side JAVA Programming),Confidential,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ground Staff Walk in Interviews,Bharat Recruitment hiring for US Based MNC,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Manager,Aspire ERP Systems,"Bengaluru, Mangalore, Panjim",India,Other IT Role,1.0,2.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Software Engineer (Dot net & UI),HireCraft Software Pvt Ltd,Bengaluru,India,Software Engineer,13.0,1.0,25.0,0.0,0.0,0.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Infrastructure Architect,Bob Technologies,Bengaluru,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Presales Consultant,Confidential,Bengaluru,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for UI Developer - Bangalore/ Chennai,Confidential,Chennai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Product Manager - Digital Product,BAYBALLS HR SERVICES PRIVATE LIMITED hiring for One of elite client,Chennai,India,Product Manager,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Associate Software Engineer,Altisource Business Solutions Pvt Ltd,Bengaluru,India,Software Engineer,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Privy Relationship Manager ( Banking Wealth),Manzil Placement,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IT Jobs for Freshers Anywhere in India,Local Job Search,Mumbai,India,Other IT Role,25.5,1.0,50.0,2.5,0.0,5.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Duty Doctor & ICU Doctor,SISKIN HEALTH & HOSPITALITY,Bengaluru,India,Other IT Role,1.5,3.0,0.0,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Mainframe PM,Recruise,Bangalore,India,Other IT Role,,,,13.0,11.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Position in Banca/ Agency Channel for Top Insurance Company,Sidjobs Consultancy Private Limited,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Bench Sales Recruiter,Confidential,Bengaluru,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring 4 UK Shift/backend Operations/non Voice/sal 3.2l/cal 7829336017,Rivera Manpower Services hiring for Capita/concentrix/amazon/ibm/ey/infosys/hgs,Bengaluru,India,Backend Developer,38.0,1.0,75.0,1.5,0.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Content Developer (work from Home),My Connecting,Delhi,India,Other IT Role,437.5,375.0,500.0,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Quality Engineer For Construction Industry,Confident Group,Bengaluru,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
UI Designer/ Developer,Confidential,Bengaluru,India,UI/UX Designer,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Scrum Master,Altisource Business Solutions Pvt Ltd,Bengaluru,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Banking Customer Support, Banking Collections, Sal up to 3.5+inc",Black and White Business Solutions Pvt Ltd hiring for Client of Black and white Busiess solutions,Bengaluru,India,Other IT Role,25.5,1.0,50.0,2.0,0.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Contracts Manager,Kinesis Management Consultant Pvt. Ltd,Delhi,India,Other IT Role,2.5,5.0,0.0,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Enterprise Application Advisor,Varite India Pvt. Ltd. hiring for Top IT Mncs,Hyderabad,India,Other IT Role,5.0,10.0,0.0,8.0,6.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior J2EE Developer,Wissen Infotech Pvt. Ltd.,Bengaluru,India,Other IT Role,,,,7.5,6.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager/ Deputy Manager Accounts Payable,Confidential hiring for Bharti AXA General Insurance,Bengaluru,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Flash Developer,Sopra Steria India,Bengaluru,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Development Engineer,ANI Technologies Pvt Ltd (Olacabs),Bengaluru,India,Other IT Role,28.0,6.0,50.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales HEAD ( Ayurveda),SISKIN HEALTH & HOSPITALITY,Bengaluru,India,Other IT Role,1.5,3.0,0.0,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HR Operation Lead,Confidential,Bengaluru,India,Other IT Role,,,,8.0,6.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Urgent Requirements of Steward,Royal Orchid Hotels Ltd.,"Bengaluru, Bellary",India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Corporate Interface Manager,ICRI Research,Mumbai,India,Other IT Role,2.0,4.0,0.0,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
DPI Sr. System Analyst Position with a Telecom Product Based org.,Confidential,Bengaluru,India,Other IT Role,,,,5.5,4.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Maintenance Manager,Projobs hiring for Clients of Projobs,"Bengaluru, Mauritius",India,Other IT Role,28.0,6.0,50.0,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Narrative Designer,PlaySimple - Startup,Bengaluru,India,UI/UX Designer,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
US IT Recruiter,Metabyte India Private Limited,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Development Consultant - WFH,Reliason Solutions Ltd,Delhi,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening for .net Developer with 3to6 Years Experience Bangalore,Anantha Cyber Tech Pvt Ltd hiring for cmmi level 3 company with level 5 standards,Bengaluru,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager - Retail ( Product Application Group ),Confidential,"Bengaluru, Tarapur",India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Asst Manager - Corporate Sales,Vasudev AdigaÃ¢â‚¬â„¢s Fast Food (P) Ltd,Bengaluru,India,Other IT Role,25.0,50.0,0.0,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Legal Advisor,Bharat Recruitment hiring for US Based MNC,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PPC Expert,InstaCar Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,3.0,6.0,0.0,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring for TPF Developer for Bangalore,Datamatics Software Services Ltd.,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SE / SSE / LEAD - Mainframe - 3 to 10 ysr - Bangalore,GSN Consulting,Bengaluru,India,Other IT Role,2.5,5.0,0.0,5.5,3.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Analyst / Associate Consultant,KPMG,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP SD Consultant,Take Wings hiring for http://takewing.co.in,Chennai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Tivoli Monitoring -ITM,Trianz,Chennai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Free Recruitment for Staff Nurse job Vacancy in South India,Immaculate HR Solutions,Chennai,India,Other IT Role,1.0,2.0,0.0,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Asst. Manager â€“ Marketing - Jobs, Bangalore / Bengaluru","HITECH PLACEMENTS, Bangalore",Bangalore,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Talent Acquisition - IT,Premium-Jobs hiring for Client of Staffio HR,Bengaluru,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Wealth Planning Officer in India,Technology Management Consulting,Mumbai,India,Other IT Role,1.5,3.0,0.0,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager/ Senior Manager- Business Development/sales,Meharson Management Consultants Pvt Ltd hiring for Client- of Meharson,Delhi,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Channel Sales (mumbai / Bengaluru / PUNE / Ahmedabad),Kinesis Management Consultant Pvt. Ltd,Mumbai,India,Other IT Role,38.0,1.0,75.0,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Personal Assistant To Director,InstaCar Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,13.5,2.0,25.0,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java Server Professionals,Confidential,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Programme Co-ordinator - Jobs, Bangalore / Bengaluru",HiTech Placements,Bangalore,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Acquisition Manager-9986977238,Speed Jobs Consultancy,Bengaluru,India,Other IT Role,1.0,2.0,0.0,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java Developers - Happiest Minds Technology - Banaglore,Happiest Minds Technologies Pvt.Ltd,Bengaluru,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Pega Certified Architect,Confidential,Bengaluru,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Area Credit Manager (sme/business/corporate Loans) - Ca/mba, Bangalore","Talent Bee Consulting Pvt. Ltd hiring for A young and reputed Nbfc, specialised in Working Capital Loans in SME sector",Bengaluru,India,Other IT Role,6.0,12.0,0.0,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Academy Chairman - NGO,Premium hiring for Independent HR Consulting,Bengaluru,India,Other IT Role,,,,17.5,15.0,20.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Job Opportunity for Teradata Developer with Reputed Mnc-bangalore,Confidential,Bengaluru,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr FPGA Engineer - Bangalore,Gobrah Management Consulting Services Pvt Ltd hiring for a reputed Semiconductor company (800+ Employees),Bengaluru,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
PCI Verification Engineer for Bangalore,Incise Infotech Pvt. Ltd.,Bengaluru,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Editor - Scripting,DigiCaptions India Pvt Ltd.,Bengaluru,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Brand Manager- Luxury Retail,CGR INFO SERVICES PVT LTD. hiring for Luxury Retail,Bengaluru,India,Other IT Role,13.5,2.0,25.0,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IT and Non IT Recruiters.,Confidential,Bengaluru,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Looking for US Offshore Team lead - Bangalore,Confidential,Bengaluru,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
EQA Labs Urgently need Java Consultants for California USA Location.,EQA Labs Inc,Bengaluru,India,QA/Test Engineer,32.5,65.0,0.0,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
RPO - Consultant,Confidential,Bengaluru,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accounts & Finance Executive/store Accountant in a Retail Industry,Unique support and services hiring for A Retail Client,Bengaluru,India,Other IT Role,38.0,1.0,75.0,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"IT Recruiter,bangalore",Technosoft Global Services Pvt Ltd,Bengaluru,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Salesforce Developer - Apex/visual Force,Softtech Career Infosystem Pvt. Ltd,Delhi,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
